DATE,SYMBOL,CLOSE_PRICE,PRICE_CHANGE_PCT,AVG_SENTIMENT,SENTIMENT_CATEGORY,CREATED_AT
2025-08-19,AAPL,230.56,,0,Neutral,2026-01-11 11:57:40.650
2025-08-19,AAPL,230.56,,0,Neutral,2026-01-11 11:57:40.650
2025-08-20,AAPL,226.01,-1.97,0,Neutral,2026-01-11 11:57:40.650
2025-08-20,AAPL,226.01,-1.97,0,Neutral,2026-01-11 11:57:40.650
2025-08-21,AAPL,224.9,-0.49,0,Neutral,2026-01-11 11:57:40.650
2025-08-21,AAPL,224.9,-0.49,0,Neutral,2026-01-11 11:57:40.650
2025-08-22,AAPL,227.76,1.27,0,Neutral,2026-01-11 11:57:40.650
2025-08-22,AAPL,227.76,1.27,0,Neutral,2026-01-11 11:57:40.650
2025-08-25,AAPL,227.16,-0.26,0,Neutral,2026-01-11 11:57:40.650
2025-08-25,AAPL,227.16,-0.26,0,Neutral,2026-01-11 11:57:40.650
2025-08-26,AAPL,229.31,0.95,0,Neutral,2026-01-11 11:57:40.650
2025-08-26,AAPL,229.31,0.95,0,Neutral,2026-01-11 11:57:40.650
2025-08-27,AAPL,230.49,0.51,0,Neutral,2026-01-11 11:57:40.650
2025-08-27,AAPL,230.49,0.51,0,Neutral,2026-01-11 11:57:40.650
2025-08-28,AAPL,232.56,0.9,0,Neutral,2026-01-11 11:57:40.650
2025-08-28,AAPL,232.56,0.9,0,Neutral,2026-01-11 11:57:40.650
2025-08-29,AAPL,232.14,-0.18,0,Neutral,2026-01-11 11:57:40.650
2025-08-29,AAPL,232.14,-0.18,0,Neutral,2026-01-11 11:57:40.650
2025-09-02,AAPL,229.72,-1.04,0,Neutral,2026-01-11 11:57:40.650
2025-09-02,AAPL,229.72,-1.04,0,Neutral,2026-01-11 11:57:40.650
2025-09-03,AAPL,238.47,3.81,0,Neutral,2026-01-11 11:57:40.650
2025-09-03,AAPL,238.47,3.81,0,Neutral,2026-01-11 11:57:40.650
2025-09-04,AAPL,239.78,0.55,0,Neutral,2026-01-11 11:57:40.650
2025-09-04,AAPL,239.78,0.55,0,Neutral,2026-01-11 11:57:40.650
2025-09-05,AAPL,239.69,-0.04,0,Neutral,2026-01-11 11:57:40.650
2025-09-05,AAPL,239.69,-0.04,0,Neutral,2026-01-11 11:57:40.650
2025-09-08,AAPL,237.88,-0.76,0,Neutral,2026-01-11 11:57:40.650
2025-09-08,AAPL,237.88,-0.76,0,Neutral,2026-01-11 11:57:40.650
2025-09-09,AAPL,234.35,-1.48,0,Neutral,2026-01-11 11:57:40.650
2025-09-09,AAPL,234.35,-1.48,0,Neutral,2026-01-11 11:57:40.650
2025-09-10,AAPL,226.79,-3.23,0,Neutral,2026-01-11 11:57:40.650
2025-09-10,AAPL,226.79,-3.23,0,Neutral,2026-01-11 11:57:40.650
2025-09-11,AAPL,230.03,1.43,0,Neutral,2026-01-11 11:57:40.650
2025-09-11,AAPL,230.03,1.43,0,Neutral,2026-01-11 11:57:40.650
2025-09-12,AAPL,234.07,1.76,0,Neutral,2026-01-11 11:57:40.650
2025-09-12,AAPL,234.07,1.76,0,Neutral,2026-01-11 11:57:40.650
2025-09-15,AAPL,236.7,1.12,0,Neutral,2026-01-11 11:57:40.650
2025-09-15,AAPL,236.7,1.12,0,Neutral,2026-01-11 11:57:40.650
2025-09-16,AAPL,238.15,0.61,0,Neutral,2026-01-11 11:57:40.650
2025-09-16,AAPL,238.15,0.61,0,Neutral,2026-01-11 11:57:40.650
2025-09-17,AAPL,238.99,0.35,0,Neutral,2026-01-11 11:57:40.650
2025-09-17,AAPL,238.99,0.35,0,Neutral,2026-01-11 11:57:40.650
2025-09-18,AAPL,237.88,-0.46,0,Neutral,2026-01-11 11:57:40.650
2025-09-18,AAPL,237.88,-0.46,0,Neutral,2026-01-11 11:57:40.650
2025-09-19,AAPL,245.5,3.2,0,Neutral,2026-01-11 11:57:40.650
2025-09-19,AAPL,245.5,3.2,0,Neutral,2026-01-11 11:57:40.650
2025-09-22,AAPL,256.08,4.31,0,Neutral,2026-01-11 11:57:40.650
2025-09-22,AAPL,256.08,4.31,0,Neutral,2026-01-11 11:57:40.650
2025-09-23,AAPL,254.43,-0.64,0,Neutral,2026-01-11 11:57:40.650
2025-09-23,AAPL,254.43,-0.64,0,Neutral,2026-01-11 11:57:40.650
2025-09-24,AAPL,252.31,-0.83,0,Neutral,2026-01-11 11:57:40.650
2025-09-24,AAPL,252.31,-0.83,0,Neutral,2026-01-11 11:57:40.650
2025-09-25,AAPL,256.87,1.81,0,Neutral,2026-01-11 11:57:40.650
2025-09-25,AAPL,256.87,1.81,0,Neutral,2026-01-11 11:57:40.650
2025-09-26,AAPL,255.46,-0.55,0,Neutral,2026-01-11 11:57:40.650
2025-09-26,AAPL,255.46,-0.55,0,Neutral,2026-01-11 11:57:40.650
2025-09-29,AAPL,254.43,-0.4,0,Neutral,2026-01-11 11:57:40.650
2025-09-29,AAPL,254.43,-0.4,0,Neutral,2026-01-11 11:57:40.650
2025-09-30,AAPL,254.63,0.08,0,Neutral,2026-01-11 11:57:40.650
2025-09-30,AAPL,254.63,0.08,0,Neutral,2026-01-11 11:57:40.650
2025-10-01,AAPL,255.45,0.32,0,Neutral,2026-01-11 11:57:40.650
2025-10-01,AAPL,255.45,0.32,0,Neutral,2026-01-11 11:57:40.650
2025-10-02,AAPL,257.13,0.66,0,Neutral,2026-01-11 11:57:40.650
2025-10-02,AAPL,257.13,0.66,0,Neutral,2026-01-11 11:57:40.650
2025-10-03,AAPL,258.02,0.35,0,Neutral,2026-01-11 11:57:40.650
2025-10-03,AAPL,258.02,0.35,0,Neutral,2026-01-11 11:57:40.650
2025-10-06,AAPL,256.69,-0.52,0,Neutral,2026-01-11 11:57:40.650
2025-10-06,AAPL,256.69,-0.52,0,Neutral,2026-01-11 11:57:40.650
2025-10-07,AAPL,256.48,-0.08,0,Neutral,2026-01-11 11:57:40.650
2025-10-07,AAPL,256.48,-0.08,0,Neutral,2026-01-11 11:57:40.650
2025-10-08,AAPL,258.06,0.62,0,Neutral,2026-01-11 11:57:40.650
2025-10-08,AAPL,258.06,0.62,0,Neutral,2026-01-11 11:57:40.650
2025-10-09,AAPL,254.04,-1.56,0,Neutral,2026-01-11 11:57:40.650
2025-10-09,AAPL,254.04,-1.56,0,Neutral,2026-01-11 11:57:40.650
2025-10-10,AAPL,245.27,-3.45,0,Neutral,2026-01-11 11:57:40.650
2025-10-10,AAPL,245.27,-3.45,0,Neutral,2026-01-11 11:57:40.650
2025-10-13,AAPL,247.66,0.97,0,Neutral,2026-01-11 11:57:40.650
2025-10-13,AAPL,247.66,0.97,0,Neutral,2026-01-11 11:57:40.650
2025-10-14,AAPL,247.77,0.04,0,Neutral,2026-01-11 11:57:40.650
2025-10-14,AAPL,247.77,0.04,0,Neutral,2026-01-11 11:57:40.650
2025-10-15,AAPL,249.34,0.63,0,Neutral,2026-01-11 11:57:40.650
2025-10-15,AAPL,249.34,0.63,0,Neutral,2026-01-11 11:57:40.650
2025-10-16,AAPL,247.45,-0.76,0,Neutral,2026-01-11 11:57:40.650
2025-10-16,AAPL,247.45,-0.76,0,Neutral,2026-01-11 11:57:40.650
2025-10-17,AAPL,252.29,1.96,0,Neutral,2026-01-11 11:57:40.650
2025-10-17,AAPL,252.29,1.96,0,Neutral,2026-01-11 11:57:40.650
2025-10-20,AAPL,262.24,3.94,0,Neutral,2026-01-11 11:57:40.650
2025-10-20,AAPL,262.24,3.94,0,Neutral,2026-01-11 11:57:40.650
2025-10-21,AAPL,262.77,0.2,0,Neutral,2026-01-11 11:57:40.650
2025-10-21,AAPL,262.77,0.2,0,Neutral,2026-01-11 11:57:40.650
2025-10-22,AAPL,258.45,-1.64,0,Neutral,2026-01-11 11:57:40.650
2025-10-22,AAPL,258.45,-1.64,0,Neutral,2026-01-11 11:57:40.650
2025-10-23,AAPL,259.58,0.44,0,Neutral,2026-01-11 11:57:40.650
2025-10-23,AAPL,259.58,0.44,0,Neutral,2026-01-11 11:57:40.650
2025-10-24,AAPL,262.82,1.25,0,Neutral,2026-01-11 11:57:40.650
2025-10-24,AAPL,262.82,1.25,0,Neutral,2026-01-11 11:57:40.650
2025-10-27,AAPL,268.81,2.28,0,Neutral,2026-01-11 11:57:40.650
2025-10-27,AAPL,268.81,2.28,0,Neutral,2026-01-11 11:57:40.650
2025-10-28,AAPL,269,0.07,0,Neutral,2026-01-11 11:57:40.650
2025-10-28,AAPL,269,0.07,0,Neutral,2026-01-11 11:57:40.650
2025-10-29,AAPL,269.7,0.26,0,Neutral,2026-01-11 11:57:40.650
2025-10-29,AAPL,269.7,0.26,0,Neutral,2026-01-11 11:57:40.650
2025-10-30,AAPL,271.4,0.63,0,Neutral,2026-01-11 11:57:40.650
2025-10-30,AAPL,271.4,0.63,0,Neutral,2026-01-11 11:57:40.650
2025-10-31,AAPL,270.37,-0.38,0,Neutral,2026-01-11 11:57:40.650
2025-10-31,AAPL,270.37,-0.38,0,Neutral,2026-01-11 11:57:40.650
2025-11-03,AAPL,269.05,-0.49,0,Neutral,2026-01-11 11:57:40.650
2025-11-03,AAPL,269.05,-0.49,0,Neutral,2026-01-11 11:57:40.650
2025-11-04,AAPL,270.04,0.37,0,Neutral,2026-01-11 11:57:40.650
2025-11-04,AAPL,270.04,0.37,0,Neutral,2026-01-11 11:57:40.650
2025-11-05,AAPL,270.14,0.04,0,Neutral,2026-01-11 11:57:40.650
2025-11-05,AAPL,270.14,0.04,0,Neutral,2026-01-11 11:57:40.650
2025-11-06,AAPL,269.77,-0.14,0,Neutral,2026-01-11 11:57:40.650
2025-11-06,AAPL,269.77,-0.14,0,Neutral,2026-01-11 11:57:40.650
2025-11-07,AAPL,268.47,-0.48,0,Neutral,2026-01-11 11:57:40.650
2025-11-07,AAPL,268.47,-0.48,0,Neutral,2026-01-11 11:57:40.650
2025-11-10,AAPL,269.43,0.36,0,Neutral,2026-01-11 11:57:40.650
2025-11-10,AAPL,269.43,0.36,0,Neutral,2026-01-11 11:57:40.650
2025-11-11,AAPL,275.25,2.16,0,Neutral,2026-01-11 11:57:40.650
2025-11-11,AAPL,275.25,2.16,0,Neutral,2026-01-11 11:57:40.650
2025-11-12,AAPL,273.47,-0.65,0,Neutral,2026-01-11 11:57:40.650
2025-11-12,AAPL,273.47,-0.65,0,Neutral,2026-01-11 11:57:40.650
2025-11-13,AAPL,272.95,-0.19,0,Neutral,2026-01-11 11:57:40.650
2025-11-13,AAPL,272.95,-0.19,0,Neutral,2026-01-11 11:57:40.650
2025-11-14,AAPL,272.41,-0.2,0,Neutral,2026-01-11 11:57:40.650
2025-11-14,AAPL,272.41,-0.2,0,Neutral,2026-01-11 11:57:40.650
2025-11-17,AAPL,267.46,-1.82,0,Neutral,2026-01-11 11:57:40.650
2025-11-17,AAPL,267.46,-1.82,0,Neutral,2026-01-11 11:57:40.650
2025-11-18,AAPL,267.44,-0.01,0,Neutral,2026-01-11 11:57:40.650
2025-11-18,AAPL,267.44,-0.01,0,Neutral,2026-01-11 11:57:40.650
2025-11-19,AAPL,268.56,0.42,0,Neutral,2026-01-11 11:57:40.650
2025-11-19,AAPL,268.56,0.42,0,Neutral,2026-01-11 11:57:40.650
2025-11-20,AAPL,266.25,-0.86,0,Neutral,2026-01-11 11:57:40.650
2025-11-20,AAPL,266.25,-0.86,0,Neutral,2026-01-11 11:57:40.650
2025-11-21,AAPL,271.49,1.97,0,Neutral,2026-01-11 11:57:40.650
2025-11-21,AAPL,271.49,1.97,0,Neutral,2026-01-11 11:57:40.650
2025-11-24,AAPL,275.92,1.63,0,Neutral,2026-01-11 11:57:40.650
2025-11-24,AAPL,275.92,1.63,0,Neutral,2026-01-11 11:57:40.650
2025-11-25,AAPL,276.97,0.38,0,Neutral,2026-01-11 11:57:40.650
2025-11-25,AAPL,276.97,0.38,0,Neutral,2026-01-11 11:57:40.650
2025-11-26,AAPL,277.55,0.21,0,Neutral,2026-01-11 11:57:40.650
2025-11-26,AAPL,277.55,0.21,0,Neutral,2026-01-11 11:57:40.650
2025-11-28,AAPL,278.85,0.47,0,Neutral,2026-01-11 11:57:40.650
2025-11-28,AAPL,278.85,0.47,0,Neutral,2026-01-11 11:57:40.650
2025-12-01,AAPL,283.1,1.52,0,Neutral,2026-01-11 11:57:40.650
2025-12-01,AAPL,283.1,1.52,0,Neutral,2026-01-11 11:57:40.650
2025-12-02,AAPL,286.19,1.09,0,Neutral,2026-01-11 11:57:40.650
2025-12-02,AAPL,286.19,1.09,0,Neutral,2026-01-11 11:57:40.650
2025-12-03,AAPL,284.15,-0.71,0,Neutral,2026-01-11 11:57:40.650
2025-12-03,AAPL,284.15,-0.71,0,Neutral,2026-01-11 11:57:40.650
2025-12-04,AAPL,280.7,-1.21,0,Neutral,2026-01-11 11:57:40.650
2025-12-04,AAPL,280.7,-1.21,0,Neutral,2026-01-11 11:57:40.650
2025-12-05,AAPL,278.78,-0.68,0,Neutral,2026-01-11 11:57:40.650
2025-12-05,AAPL,278.78,-0.68,0,Neutral,2026-01-11 11:57:40.650
2025-12-08,AAPL,277.89,-0.32,0,Neutral,2026-01-11 11:57:40.650
2025-12-08,AAPL,277.89,-0.32,0,Neutral,2026-01-11 11:57:40.650
2025-12-09,AAPL,277.18,-0.26,0,Neutral,2026-01-11 11:57:40.650
2025-12-09,AAPL,277.18,-0.26,0,Neutral,2026-01-11 11:57:40.650
2025-12-10,AAPL,278.78,0.58,0,Neutral,2026-01-11 11:57:40.650
2025-12-10,AAPL,278.78,0.58,0,Neutral,2026-01-11 11:57:40.650
2025-12-11,AAPL,278.03,-0.27,0,Neutral,2026-01-11 11:57:40.650
2025-12-11,AAPL,278.03,-0.27,0,Neutral,2026-01-11 11:57:40.650
2025-12-12,AAPL,278.28,0.09,0,Neutral,2026-01-11 11:57:40.650
2025-12-12,AAPL,278.28,0.09,0,Neutral,2026-01-11 11:57:40.650
2025-12-15,AAPL,274.11,-1.5,0,Neutral,2026-01-11 11:57:40.650
2025-12-15,AAPL,274.11,-1.5,0,Neutral,2026-01-11 11:57:40.650
2025-12-16,AAPL,274.61,0.18,0,Neutral,2026-01-11 11:57:40.650
2025-12-16,AAPL,274.61,0.18,0,Neutral,2026-01-11 11:57:40.650
2025-12-17,AAPL,271.84,-1.01,0,Neutral,2026-01-11 11:57:40.650
2025-12-17,AAPL,271.84,-1.01,0,Neutral,2026-01-11 11:57:40.650
2025-12-18,AAPL,272.19,0.13,0,Neutral,2026-01-11 11:57:40.650
2025-12-18,AAPL,272.19,0.13,0,Neutral,2026-01-11 11:57:40.650
2025-12-19,AAPL,273.67,0.54,0,Neutral,2026-01-11 11:57:40.650
2025-12-19,AAPL,273.67,0.54,0,Neutral,2026-01-11 11:57:40.650
2025-12-22,AAPL,270.97,-0.99,0,Neutral,2026-01-11 11:57:40.650
2025-12-22,AAPL,270.97,-0.99,0,Neutral,2026-01-11 11:57:40.650
2025-12-23,AAPL,272.36,0.51,0,Neutral,2026-01-11 11:57:40.650
2025-12-23,AAPL,272.36,0.51,0,Neutral,2026-01-11 11:57:40.650
2025-12-24,AAPL,273.81,0.53,0,Neutral,2026-01-11 11:57:40.650
2025-12-24,AAPL,273.81,0.53,0,Neutral,2026-01-11 11:57:40.650
2025-12-26,AAPL,273.4,-0.15,0,Neutral,2026-01-11 11:57:40.650
2025-12-26,AAPL,273.4,-0.15,0,Neutral,2026-01-11 11:57:40.650
2025-12-29,AAPL,273.76,0.13,0,Neutral,2026-01-11 11:57:40.650
2025-12-29,AAPL,273.76,0.13,0,Neutral,2026-01-11 11:57:40.650
2025-12-30,AAPL,273.08,-0.25,0,Neutral,2026-01-11 11:57:40.650
2025-12-30,AAPL,273.08,-0.25,0,Neutral,2026-01-11 11:57:40.650
2025-12-31,AAPL,271.86,-0.45,0,Neutral,2026-01-11 11:57:40.650
2025-12-31,AAPL,271.86,-0.45,0,Neutral,2026-01-11 11:57:40.650
2026-01-02,AAPL,271.01,-0.31,0,Neutral,2026-01-11 11:57:40.650
2026-01-02,AAPL,271.01,-0.31,0,Neutral,2026-01-11 11:57:40.650
2026-01-05,AAPL,267.26,-1.38,0.132,Bullish,2026-01-11 11:57:40.650
2026-01-05,AAPL,267.26,-1.38,0.132,Bullish,2026-01-11 11:57:40.650
2026-01-06,AAPL,262.36,-1.83,0.088,Neutral,2026-01-11 11:57:40.650
2026-01-06,AAPL,262.36,-1.83,0.088,Neutral,2026-01-11 11:57:40.650
2026-01-07,AAPL,260.33,-0.77,0.025,Neutral,2026-01-11 11:57:40.650
2026-01-07,AAPL,260.33,-0.77,0.025,Neutral,2026-01-11 11:57:40.650
2026-01-08,AAPL,259.04,-0.5,0.016,Neutral,2026-01-11 11:57:40.650
2026-01-08,AAPL,259.04,-0.5,0.016,Neutral,2026-01-11 11:57:40.650
2026-01-09,AAPL,259.37,0.13,0.015,Neutral,2026-01-11 11:57:40.650
2026-01-09,AAPL,259.37,0.13,0.015,Neutral,2026-01-11 11:57:40.650
